title,worldwide_gross,averagerating,numvotes,popularity,domestic_gross,foreign_gross,total_gross
identity thief,175361578,5.7,115624,13.553,134500000,39500000.0,174000000.0
the girl on the train,174278214,4.4,819,1.595,208000,97100.0,305100.0
the girl on the train,174278214,4.4,819,11.927,208000,97100.0,305100.0
the girl on the train,174278214,4.4,819,11.927,208000,97100.0,305100.0
mirror mirror,173613482,5.6,79510,13.220999999999998,64900000,118100000.0,183000000.0
creed,173567581,6.6,12,16.355999999999998,109800000,63800000.0,173600000.0
creed,173567581,6.6,12,16.355999999999998,109800000,63800000.0,173600000.0
olympus has fallen,172878928,6.5,235443,13.864,98900000,71300000.0,170200000.0
anchorman 2: the legend continues,172185754,6.3,156116,12.08,125200000,46300000.0,171500000.0
the other guys,170936470,6.7,221664,13.508,119200000,51200000.0,170400000.0
the mule,170857676,6.2,653,6.1610000000000005,103800000,68700000.0,172500000.0
the mule,170857676,6.2,653,33.83,103800000,68700000.0,172500000.0
zookeeper,170805525,5.2,52396,10.764,80400000,89500000.0,169900000.0
magic mike,170549753,6.1,123955,13.7,113700000,53500000.0,167200000.0
looper,170466405,7.4,500595,16.779,66500000,110000000.0,176500000.0
the nutcracker and the four realms,170293899,5.5,18734,26.235,54900000,119100000.0,174000000.0
the impossible,169590606,7.6,177762,14.66,19000000,161300000.0,180300000.0
hacksaw ridge,168904682,8.1,366904,24.074,67200000,108100000.0,175300000.0
hacksaw ridge,168904682,8.1,366904,24.074,67200000,108100000.0,175300000.0
insidious: the last key,167885588,5.7,42154,16.017,67700000,100100000.0,167800000.0
unstoppable,165720921,6.8,173019,14.01,81600000,86200000.0,167800000.0
unstoppable,165720921,6.8,173019,0.6,81600000,86200000.0,167800000.0
step up revolution,165552290,6.5,51295,10.925,35100000,105400000.0,140500000.0
in time,165103952,6.7,346077,18.912,37500000,136400000.0,173900000.0
johnny english reborn,164640401,6.3,110824,15.542,8300000,151800000.0,160100000.0
the grand budapest hotel,163981261,8.1,633604,18.31,59300000,115500000.0,174800000.0
unbroken,163527824,7.2,129981,12.354,115600000,47800000.0,163400000.0
midnight in paris,162502774,7.7,356500,13.171,56800000,94300000.0,151100000.0
bridge of spies,162498338,7.6,263004,12.836,72300000,93200000.0,165500000.0
bridge of spies,162498338,7.6,263004,12.836,72300000,93200000.0,165500000.0
the muppets,160971922,7.1,82752,11.324000000000002,88600000,76600000.0,165200000.0
flight,160558438,7.3,303009,11.692,93800000,68000000.0,161800000.0
"three billboards outside ebbing, missouri",160191915,8.2,344047,17.808,54500000,104700000.0,159200000.0
"three billboards outside ebbing, missouri",160191915,8.2,344047,17.808,54500000,104700000.0,159200000.0
jack reacher: never go back,159946489,6.1,121892,17.085,58700000,103400000.0,162100000.0
jack reacher: never go back,159946489,6.1,121892,17.085,58700000,103400000.0,162100000.0
goosebumps,158905324,6.3,72858,18.957,80100000,70100000.0,150200000.0
goosebumps,158905324,6.3,72858,18.957,80100000,70100000.0,150200000.0
the book of eli,158750817,6.9,271307,18.985,94800000,62300000.0,157100000.0
the monuments men,158702748,6.1,117638,12.861,78000000,77000000.0,155000000.0
happy feet two,157956466,5.9,38396,8.131,64000000,86400000.0,150400000.0
this means war,156974557,6.3,167438,12.017,54800000,101700000.0,156500000.0
war horse,156815529,7.2,136447,10.378,79900000,97700000.0,177600000.0
dumb and dumber to,156553592,5.6,118646,15.964,86200000,83600000.0,169800000.0
limitless,155564919,7.4,492490,19.453,79200000,82600000.0,161800000.0
final destination 5,155011165,5.9,98061,13.392,42600000,115300000.0,157900000.0
ride along,153733800,6.2,94529,10.831,134900000,19500000.0,154400000.0
the accountant,152962083,7.3,233022,13.81,86300000,68900000.0,155200000.0
the accountant,152962083,7.3,233022,13.81,86300000,68900000.0,155200000.0
the town,152566881,7.6,322524,13.476,92200000,61800000.0,154000000.0
date night,152269033,6.3,144683,12.498,98700000,53600000.0,152300000.0
47 ronin,151716815,6.3,135754,25.049,38400000,113400000.0,151800000.0
pan,151525973,5.8,55867,13.054,35100000,93300000.0,128400000.0
darkest hour,150807172,7.4,136546,15.331,56500000,94400000.0,150900000.0
darkest hour,150807172,7.4,136546,15.331,56500000,94400000.0,150900000.0
jack and jill,150519217,3.3,71361,11.277,74200000,75500000.0,149700000.0
into the storm,150429371,5.8,60894,8.884,47600000,114100000.0,161700000.0
tower heist,150422946,6.2,125102,12.213,78000000,74900000.0,152900000.0
lone survivor,149804632,7.5,246641,15.404000000000002,125100000,29700000.0,154800000.0
arthur christmas,149717124,7.1,45439,12.981,46500000,101000000.0,147500000.0
lion,149570720,8.1,181601,17.215999999999998,51700000,88600000.0,140300000.0
lion,149570720,8.1,181601,17.215999999999998,51700000,88600000.0,140300000.0
no strings attached,149228078,6.2,197663,14.203,70700000,78600000.0,149300000.0
ghost rider: spirit of vengeance,149217355,4.3,103608,18.678,51800000,80800000.0,132600000.0
lights out,148806510,6.4,971,12.408,67300000,81600000.0,148900000.0
mama,148095566,4.5,6,11.983,71600000,74800000.0,146400000.0
the hateful eight,147864886,7.8,434966,20.681,54100000,101600000.0,155700000.0
the hateful eight,147864886,7.8,434966,20.681,54100000,101600000.0,155700000.0
friends with benefits,146595891,6.6,317338,14.019,55800000,93700000.0,149500000.0
i am number four,146195159,6.1,217762,11.555,55100000,94800000.0,149900000.0
red sparrow,145951861,6.6,136738,18.117,46900000,104700000.0,151600000.0
paranormal activity 4,142817992,4.6,58408,8.965,53900000,88900000.0,142800000.0
the wolfman,142634358,5.8,97873,14.03,62000000,77800000.0,139800000.0
dear john,142033509,6.3,128657,12.048,80000000,35000000.0,115000000.0
red 2,141507355,6.6,148846,14.994000000000002,53300000,94800000.0,148100000.0
sausage party,141344255,6.2,159111,15.232,97700000,43000000.0,140700000.0
trainwreck,141123897,6.2,121860,18.423,110200000,30600000.0,140800000.0
girls trip,140886353,6.2,29321,8.589,115200000,25400000.0,140600000.0
the foreigner,140783360,7.0,81288,14.616,34400000,111000000.0,145400000.0
the foreigner,140783360,7.0,81288,14.616,34400000,111000000.0,145400000.0
source code,140428499,7.5,452036,13.495,54700000,92600000.0,147300000.0
legend of the guardians: the owls of ga'hoole,139716717,7.0,73790,10.754,55700000,84400000.0,140100000.0
king arthur: legend of the sword,139630336,6.8,169054,21.793000000000003,39200000,109500000.0,148700000.0
gods of egypt,138836756,5.4,95111,18.517,31200000,119500000.0,150700000.0
contagion,137551594,6.6,201536,10.444,75700000,59800000.0,135500000.0
abraham lincoln: vampire hunter,137489730,5.9,142853,12.498,37500000,79000000.0,116500000.0
the first purge,136617305,5.1,41741,28.44,69500000,67500000.0,137000000.0
unknown,136123083,6.9,235167,12.08,63700000,67099999.0,130799999.0
the bounty hunter,135808837,5.6,112444,9.861,67099999,69300000.0,136399999.0
american made,135569212,7.2,131043,16.748,51300000,83500000.0,134800000.0
american made,135569212,7.2,131043,16.748,51300000,83500000.0,134800000.0
the best exotic marigold hotel,134639780,7.3,85811,8.665,46400000,90400000.0,136800000.0
zero dark thirty,134612435,7.4,251072,14.239,95700000,37100000.0,132800000.0
a wrinkle in time,133401882,4.2,34888,12.529000000000002,100500000,32200000.0,132700000.0
the big short,133162752,7.8,309227,14.327,70300000,63200000.0,133500000.0
hope springs,133085295,6.3,38667,8.312999999999999,63500000,50700000.0,114200000.0
2 guns,132493015,6.7,182025,14.8,75600000,56300000.0,131900000.0
jack ryan: shadow recruit,131377412,6.2,114913,11.061,50600000,84900000.0,135500000.0
the last witch hunter,130818912,6.0,86118,16.685,27400000,119600000.0,147000000.0
the last witch hunter,130818912,6.0,86118,16.685,27400000,119600000.0,147000000.0
cloud atlas,130673154,7.4,326473,14.681,27100000,103400000.0,130500000.0
the fighter,129262388,7.8,316539,10.395,93600000,35600000.0,129200000.0
the woman in black,128955898,6.4,165357,12.781,54300000,73400000.0,127700000.0
the artist,128256712,7.9,217184,10.155,44700000,88800000.0,133500000.0
blended,127990741,6.5,106491,10.613,46300000,81700000.0,128000000.0
ender's game,127983283,6.6,211722,15.533,61700000,63800000.0,125500000.0
a bad moms christmas,127710550,5.5,33056,16.604,72100000,58400000.0,130500000.0
a bad moms christmas,127710550,5.5,33056,16.604,72100000,58400000.0,130500000.0
predators,127234389,6.4,199764,16.215999999999998,52000000,75200000.0,127200000.0
the adjustment bureau,126931325,7.1,227616,13.717,62500000,65400000.0,127900000.0
captain underpants: the first epic movie,126577874,6.2,21903,18.31,73900000,51600000.0,125500000.0
this is the end,126539117,6.6,360556,10.635,101500000,24600000.0,126100000.0
the house with a clock in its walls,126331750,6.0,32995,21.805,68500000,62900000.0,131400000.0
sex tape,126069509,5.1,100520,20.429,38500000,87500000.0,126000000.0
happy death day,125010260,6.5,87132,21.23,55700000,69800000.0,125500000.0
ride along 2,124827316,5.9,48688,12.977,91200000,33400000.0,124600000.0
magic mike xxl,123660597,5.6,48497,8.681000000000001,66000000,56500000.0,122500000.0
the theory of everything,123327692,7.7,361534,13.866,35900000,87800000.0,123700000.0
the lego ninjago movie,122737201,6.0,18926,14.607,59300000,63800000.0,123100000.0
deepwater horizon,122603824,7.1,133303,13.685,61400000,60400000.0,121800000.0
deepwater horizon,122603824,7.1,133303,13.685,61400000,60400000.0,121800000.0
the nut job,122529966,5.7,24587,10.501,64300000,56600000.0,120900000.0
bajrangi bhaijaan,121778347,8.0,63747,7.122000000000001,8199999,0.0,8199999.0
parental guidance,120832383,6.1,23711,10.124,77300000,42500000.0,119800000.0
instant family,119736188,7.4,46728,22.634,67400000,53200000.0,120600000.0
allied,119266661,7.1,125741,19.611,40100000,79400000.0,119500000.0
allied,119266661,7.1,125741,19.611,40100000,79400000.0,119500000.0
the shallows,118763442,6.3,106927,14.091,55100000,64000000.0,119100000.0
we bought a zoo,118729073,7.1,126849,9.931,75600000,44500000.0,120100000.0
the purge: election year,118514727,6.0,80254,18.975,79200000,39400000.0,118600000.0
why him?,117425156,6.2,89628,15.044,60300000,57800000.0,118100000.0
why him?,117425156,6.2,89628,15.044,60300000,57800000.0,118100000.0
game night,117378084,7.0,163279,19.459,69200000,48500000.0,117700000.0
water for elephants,116809717,6.9,105812,6.209,58700000,58400000.0,117100000.0
pitch perfect,116044347,7.2,256565,13.886,65000000,50300000.0,115300000.0
the iron lady,115592104,6.4,96066,8.987,30000000,84900000.0,114900000.0
warm bodies,115121608,6.9,208709,13.259,66400000,50600000.0,117000000.0
saving mr. banks,114962525,7.5,140678,9.585,83300000,34600000.0,117900000.0
the dark tower,113461527,5.7,107518,15.517,50700000,62500000.0,113200000.0
prisoners,113402302,8.1,526273,14.358,61000000,61100000.0,122100000.0
think like a man,113373764,6.6,41043,5.905,91500000,4500000.0,96000000.0
cats & dogs: the revenge of kitty galore,113026383,4.3,12642,10.544,43600000,68900000.0,112500000.0
last vegas,112914167,6.6,121409,6.533,63900000,70500000.0,134400000.0
tooth fairy,112610386,5.0,37939,12.65,60000000,52400000.0,112400000.0
the boxtrolls,111946251,6.8,50763,11.219,50800000,58400000.0,109200000.0
the purge: anarchy,111534881,6.5,126203,28.424,72000000,40000000.0,112000000.0
the 5th wave,111336398,5.2,90788,12.967,34900000,75000000.0,109900000.0
moneyball,111300835,7.6,326657,15.393,75600000,34600000.0,110200000.0
free birds,110387072,5.9,20934,11.062,55800000,54600000.0,110400000.0
mechanic: resurrection,109738840,5.7,67275,16.302,21200000,104500000.0,125700000.0
sanctum,108957098,5.9,51318,7.457000000000001,23200000,85400000.0,108600000.0
seventh son,108874967,5.5,66565,22.856,17200000,97000000.0,114200000.0
neighbors 2: sorority rising,108757621,5.7,102793,17.662,55500000,52600000.0,108100000.0
hereafter,108660270,6.5,87288,7.886,32700000,72500000.0,105200000.0
pompeii,108469033,5.5,100467,25.215,23200000,94600000.0,117800000.0
10 cloverfield lane,108286422,7.2,260383,17.892,72100000,38100000.0,110200000.0
paranorman,108119662,7.0,87250,13.32,56000000,51100000.0,107100000.0
paul blart: mall cop 2,107650646,4.4,30828,15.941,71000000,36600000.0,107600000.0
get hard,106511453,6.0,111187,12.129,90400000,21400000.0,111800000.0
sisters,106030660,6.0,58994,10.993,87000000,18000000.0,105000000.0
horrible bosses 2,105945357,6.3,144442,18.421,54400000,53200000.0,107600000.0
life as we know it,105887837,6.6,113077,11.806,53400000,52300000.0,105700000.0
first man,105203825,7.4,120009,22.958,44900000,60800000.0,105700000.0
dirty grandpa,105078449,5.9,101393,11.432,35600000,58500000.0,94100000.0
chappie,105002056,6.8,213733,24.52,31600000,70500000.0,102100000.0
the man from u.n.c.l.e.,104949584,7.3,240606,18.956,45400000,64400000.0,109800000.0
the campaign,104907746,6.1,118678,10.265999999999998,86900000,18000000.0,104900000.0
gangster squad,104100903,6.7,195560,13.029000000000002,46000000,59200000.0,105200000.0
escape plan,103735965,6.7,211587,17.88,25100000,112200000.0,137300000.0
ouija,103300632,4.5,44054,15.389,50900000,52700000.0,103600000.0
transcendence,103039258,6.1,22,0.6,23000000,80000000.0,103000000.0
transcendence,103039258,6.1,22,11.035,23000000,80000000.0,103000000.0
project x,103028188,6.7,177782,9.715,54700000,48000000.0,102700000.0
project x,103028188,6.7,177782,1.39,54700000,48000000.0,102700000.0
blue jasmine,102912961,7.3,179453,10.443,33400000,64099999.0,97499999.0
jigsaw,102445196,5.8,57184,17.398,38100000,64900000.0,103000000.0
vacation,102306500,6.1,87582,0.6,58900000,46000000.0,104900000.0
vacation,102306500,6.1,87582,14.227,58900000,46000000.0,104900000.0
the little prince,102028919,8.3,6,8.512,1300000,96200000.0,97500000.0
the commuter,101985431,6.3,83114,20.063,36300000,83600000.0,119900000.0
the devil inside,101759490,4.2,33522,7.403,53300000,48500000.0,101800000.0
"alexander and the terrible, horrible, no good, very bad day",101379287,6.2,37325,6.783,67000000,34400000.0,101400000.0
paul,101162106,7.0,220567,15.234000000000002,37400000,60600000.0,98000000.0
joy,101134059,6.1,233,10.305,56500000,44700000.0,101200000.0
heaven is for real,100916299,5.8,24267,9.718,91400000,9900000.0,101300000.0
how to be single,100003780,6.1,74329,10.271,46800000,65500000.0,112300000.0
insidious,99870886,6.9,254197,16.197,54000000,43000000.0,97000000.0
alpha,99624873,5.5,102,0.84,35900000,62300000.0,98200000.0
alpha,99624873,5.5,102,24.536,35900000,62300000.0,98200000.0
justin bieber: never say never,99034125,1.6,74978,8.602,73000000,26000000.0,99000000.0
philomena,98963392,7.6,88704,8.978,37700000,62400000.0,100100000.0
black mass,98837872,6.9,155847,14.646,62600000,37200000.0,99800000.0
black mass,98837872,6.9,155847,0.959,62600000,37200000.0,99800000.0
the visit,98677816,8.3,7,10.196,65200000,33200000.0,98400000.0
the visit,98677816,8.3,7,0.631,65200000,33200000.0,98400000.0
contraband,98406855,6.5,111709,12.357,66500000,29700000.0,96200000.0
atomic blonde,98345423,6.7,150407,21.662,51700000,48300000.0,100000000.0
evolution,98341932,6.0,5266,4.208,24800,0.0,24800.0
evolution,98341932,6.0,5266,4.208,24800,0.0,24800.0
a simple favor,97628717,6.9,83338,21.121,53500000,44100000.0,97600000.0
kick-ass,97531134,7.6,497363,13.08,48100000,48100000.0,96200000.0
green zone,97523020,6.8,122132,11.519,35100000,59800000.0,94900000.0
the rite,97143987,6.0,85604,9.676,33000000,63000000.0,96000000.0
the lucky one,96633833,6.5,94359,13.14,60500000,38900000.0,99400000.0
tammy,96407655,4.9,44345,10.979,84500000,16000000.0,100500000.0
dolphin tale,96068724,6.9,20746,10.679,72300000,23100000.0,95400000.0
scream 4,95989590,6.2,118779,16.082,38200000,59000000.0,97200000.0
killers,95572749,5.4,82237,10.221,47100000,51100000.0,98200000.0
truth or dare,95127344,6.0,14,8.102,41400000,53900000.0,95300000.0
truth or dare,95127344,6.0,14,0.84,41400000,53900000.0,95300000.0
truth or dare,95127344,6.0,14,0.6,41400000,53900000.0,95300000.0
truth or dare,95127344,6.0,14,4.354,41400000,53900000.0,95300000.0
truth or dare,95127344,6.0,14,14.354,41400000,53900000.0,95300000.0
riddick,94763758,6.4,144821,17.434,42000000,56300000.0,98300000.0
the hundred-foot journey,94270488,7.3,69562,8.26,54200000,34600000.0,88800000.0
southpaw,94156456,7.4,199783,25.305,52400000,39500000.0,91900000.0
the favourite,94113929,7.6,116011,28.651,34400000,61600000.0,96000000.0
safe haven,94050951,6.7,97055,9.095,71300000,26200000.0,97500000.0
blockers,94045328,6.2,57142,21.841,60300000,33700000.0,94000000.0
the internship,93672764,6.3,179817,0.6,44700000,48800000.0,93500000.0
money monster,93466095,6.5,86607,11.134,41000000,52300000.0,93300000.0
goosebumps 2: haunted halloween,93291478,5.6,11459,20.238,46700000,46600000.0,93300000.0
blackkklansman,93017335,7.5,149005,25.101,49300000,44000000.0,93300000.0
the last song,92678948,6.0,74914,9.237,63000000,26100000.0,89100000.0
my big fat greek wedding 2,92096558,6.0,25933,6.714,59700000,29200000.0,88900000.0
spotlight,92088460,8.1,365110,16.354,45100000,53200000.0,98300000.0
spotlight,92088460,8.1,365110,16.354,45100000,53200000.0,98300000.0
spotlight,92088460,8.1,365110,0.6,45100000,53200000.0,98300000.0
red riding hood,91678442,5.5,102369,11.856,37700000,51500000.0,89200000.0
i feel pretty,91553797,5.4,39936,16.298,48800000,45700000.0,94500000.0
get him to the greek,91455875,6.4,161653,8.485,61000000,30300000.0,91300000.0
office christmas party,91323299,5.8,59253,10.729,54800000,59700000.0,114500000.0
the purge,91266581,5.7,183549,24.364,64500000,24900000.0,89400000.0
season of the witch,91126600,5.4,85777,12.535,24800000,66800000.0,91600000.0
book club,91113683,6.6,9,0.6,68600000,0.0,68600000.0
book club,91113683,6.6,9,11.514,68600000,0.0,68600000.0
paranormal activity: the marked ones,90904854,5.0,37147,9.446,32500000,58400000.0,90900000.0
burlesque,90552675,6.4,71021,8.676,39400000,50100000.0,89500000.0
the second best exotic marigold hotel,90384306,6.6,28931,7.731,33100000,52900000.0,86000000.0
this is 40,90221182,6.2,118862,8.132,67500000,20500000.0,88000000.0
marmaduke,89895930,4.2,13283,8.487,33600000,50100000.0,83700000.0
sucker punch,89758389,6.1,218371,14.416,36400000,53400000.0,89800000.0
in the heart of the sea,89693309,6.9,108628,14.33,25000000,68900000.0,93900000.0
in the heart of the sea,89693309,6.9,108628,14.33,25000000,68900000.0,93900000.0
about time,89309178,7.8,263136,14.133,15300000,71800000.0,87100000.0
what to expect when you're expecting,88473016,5.7,65890,12.27,41200000,43200000.0,84400000.0
snowpiercer,88069880,7.1,239264,14.735,4600000,82200000.0,86800000.0
deliver us from evil,87956618,6.2,63793,11.283,30600000,57400000.0,88000000.0
sinister,87727807,6.8,198345,0.6,48100000,29600000.0,77700000.0
sinister,87727807,6.8,198345,13.117,48100000,29600000.0,77700000.0
sherlock gnomes,87527651,5.1,8030,12.987,43200000,47100000.0,90300000.0
hall pass,87173475,5.9,113775,9.984,45100000,38100000.0,83200000.0
the lincoln lawyer,87145086,7.3,196109,11.812,58000000,17000000.0,75000000.0
dinner for schmucks,86796502,5.9,91546,6.632000000000001,73000000,13800000.0,86800000.0
a million ways to die in the west,86778557,6.1,160534,10.816,43100000,44100000.0,87200000.0
abduction,86648359,5.1,72552,17.69,28100000,54000000.0,82100000.0
war dogs,86234503,7.1,154029,10.654000000000002,43000000,43200000.0,86200000.0
paper towns,85450484,6.3,87742,11.564,32000000,53500000.0,85500000.0
collateral beauty,85309093,6.8,78764,12.857,31000000,57500000.0,88500000.0
collateral beauty,85309093,6.8,78764,12.857,31000000,57500000.0,88500000.0
mortal engines,85287417,6.1,70193,40.095,16000000,67700000.0,83700000.0
j. edgar,84606030,6.6,115925,8.628,37300000,47600000.0,84900000.0
sicario,84393749,7.6,328548,20.468,46900000,38000000.0,84900000.0
sicario,84393749,7.6,328548,20.468,46900000,38000000.0,84900000.0
priest,84154026,5.7,108320,15.318,29100000,49200000.0,78300000.0
piranha 3d,83660160,5.4,81327,11.302,25000000,58200000.0,83200000.0
the possession,82925064,5.9,53649,8.978,49100000,36300000.0,85400000.0
rings,82917283,4.5,34151,13.53,27800000,55300000.0,83100000.0
edge of darkness,82812456,6.6,84753,11.252,43300000,37800000.0,81100000.0
edge of darkness,82812456,6.6,84753,0.6,43300000,37800000.0,81100000.0
act of valor,82497035,6.5,63787,12.197,70000000,11300000.0,81300000.0
"big mommas: like father, like son",82332450,4.4,23520,16.024,37900000,44800000.0,82700000.0
hitman: agent 47,82182803,5.7,80510,14.082,22500000,59900000.0,82400000.0
letters to juliet,82148538,6.6,86137,9.394,53000000,26100000.0,79100000.0
ouija: origin of evil,81831866,6.1,47099,11.823,35100000,46600000.0,81700000.0
ouija: origin of evil,81831866,6.1,47099,11.823,35100000,46600000.0,81700000.0
vampires suck,81424988,3.4,43984,8.992,36700000,43900000.0,80600000.0
the grey,81249176,6.8,228798,12.942,51600000,25700000.0,77300000.0
the grey,81249176,6.8,228798,12.942,51600000,25700000.0,77300000.0
underworld: blood wars,81209222,5.8,62942,18.976,30400000,50700000.0,81100000.0
frankenweenie,81150788,7.0,89489,14.627,35300000,46200000.0,81500000.0
the wedding ringer,80171596,6.7,66893,15.876,64500000,15300000.0,79800000.0
den of thieves,80131391,7.0,69648,22.738000000000003,44900000,35600000.0,80500000.0
muppets most wanted,79312301,6.4,29018,9.118,51200000,29200000.0,80400000.0
r.i.p.d.,79076678,5.6,109078,21.377,33600000,44700000.0,78300000.0
the boss,78652207,5.4,39096,11.442,63300000,15600000.0,78900000.0
lady bird,78610769,7.4,177677,15.974,49000000,30000000.0,79000000.0
lady bird,78610769,7.4,177677,15.974,49000000,30000000.0,79000000.0
if i stay,78356170,6.8,107625,12.047,50500000,28400000.0,78900000.0
paranormal activity: the ghost dimension,77959374,4.6,22361,8.157,18300000,60600000.0,78900000.0
the ides of march,77735925,7.1,207417,10.127,41000000,35000000.0,76000000.0
manchester by the sea,77733867,7.8,214557,16.637999999999998,47700000,31300000.0,79000000.0
manchester by the sea,77733867,7.8,214557,16.637999999999998,47700000,31300000.0,79000000.0
kubo and the two strings,77548122,7.8,105578,13.847,48000000,21900000.0,69900000.0
diary of a wimpy kid: dog days,77229695,6.3,19571,11.36,49000000,28100000.0,77100000.0
tag,77026186,4.6,158,1.4,54700000,23400000.0,78100000.0
tag,77026186,4.6,158,18.5,54700000,23400000.0,78100000.0
diary of a wimpy kid,76954311,6.2,38640,12.255999999999998,64000000,11700000.0,75700000.0
the mechanic,76347393,6.6,141254,14.387,29100000,47000000.0,76100000.0
john wick,76235001,7.4,449942,78.123,43000000,45700000.0,88700000.0
easy a,76200721,7.1,330125,14.69,58400000,16600000.0,75000000.0
the judge,76119388,7.4,162952,16.464000000000002,47100000,37300000.0,84400000.0
the judge,76119388,7.4,162952,0.6,47100000,37300000.0,84400000.0
the book thief,76086711,7.6,119023,9.034,21500000,55100000.0,76600000.0
the change-up,75997067,6.3,155374,12.122,37100000,38400000.0,75500000.0
the mortal instruments: city of bones,75965567,5.9,121936,16.484,31200000,64200000.0,95400000.0
mike and dave need wedding dates,75898100,6.0,74849,11.675999999999998,46000000,31100000.0,77100000.0
sicario: day of the soldado,75885196,7.1,95650,29.725,50100000,25800000.0,75900000.0
the back-up plan,75281179,5.4,46128,15.49,37500000,40000000.0,77500000.0
crimson peak,74966854,6.5,119287,9.897,31100000,43600000.0,74700000.0
crimson peak,74966854,6.5,119287,9.897,31100000,43600000.0,74700000.0
"i, frankenstein",74575290,5.1,74910,12.7,19100000,52100000.0,71200000.0
to rome with love,74326015,6.3,79381,9.563,16700000,56600000.0,73300000.0
escape from planet earth,74156610,5.9,23298,9.227,57000000,17600000.0,74600000.0
war room,73975239,6.5,11716,7.419,67800000,0.0,67800000.0
widows,73866088,6.3,484,20.628,42400000,33600000.0,76000000.0
miracles from heaven,73798736,7.1,17734,10.078,61700000,12200000.0,73900000.0
diary of a wimpy kid: rodrick rules,73695194,6.6,23135,8.961,52700000,19700000.0,72400000.0
brick mansions,73421224,5.7,37528,9.194,20400000,48500000.0,68900000.0
here comes the boom,73239258,6.4,81761,10.265,45300000,27800000.0,73100000.0
the best man holiday,72835710,6.7,13967,8.581,70500000,2300000.0,72800000.0
colombiana,72295262,6.4,87659,10.584,36700000,24300000.0,61000000.0
12 strong,71118378,6.6,50155,13.183,45800000,21600000.0,67400000.0
the counselor,71009334,5.3,92096,10.55,17000000,54000000.0,71000000.0
anna karenina,71004627,6.6,84668,9.987,12800000,56100000.0,68900000.0
son of god,70949793,6.8,13,8.289,59700000,8100000.0,67800000.0
vice,70883171,4.2,14436,14.640999999999998,47800000,28200000.0,76000000.0
vice,70883171,4.2,14436,20.125,47800000,28200000.0,76000000.0
the cabin in the woods,70689968,7.0,338445,15.336,42100000,24400000.0,66500000.0
the cabin in the woods,70689968,7.0,338445,15.336,42100000,24400000.0,66500000.0
nerve,70652284,6.8,88,0.6,38600000,46700000.0,85300000.0
nerve,70652284,6.8,88,0.6,38600000,46700000.0,85300000.0
nerve,70652284,6.8,88,14.508,38600000,46700000.0,85300000.0
takers,70587268,6.2,53377,8.969,57700000,11300000.0,69000000.0
the dilemma,70546865,5.3,48148,9.518,48500000,21200000.0,69700000.0
delivery man,70536870,6.4,70706,7.962000000000001,30700000,19300000.0,50000000.0
the last exorcism,70165900,5.6,45815,9.35,41000000,26700000.0,67700000.0
hereditary,70133905,7.3,151571,26.185,44100000,35300000.0,79400000.0
think like a man too,70027933,5.8,18533,8.25,65200000,5000000.0,70200000.0
the call,69821476,6.7,103780,11.315,51900000,16700000.0,68600000.0
grudge match,69807260,6.4,54080,7.917999999999999,29800000,15100000.0,44900000.0
the transporter refueled,69698495,5.2,36201,13.428,16000000,56600000.0,72600000.0
the age of adaline,68984536,7.2,138924,8.559,42600000,23000000.0,65600000.0
moonrise kingdom,68848446,7.8,291750,14.086,45500000,22800000.0,68300000.0
begin again,68838736,7.0,57,10.828,16200000,47300000.0,63500000.0
one direction: this is us,68541786,4.2,22977,9.005,28900000,39700000.0,68600000.0
american assassin,68310140,6.2,57793,15.434,36200000,31000000.0,67200000.0
skyline,68264973,4.4,83710,8.847000000000001,21400000,45400000.0,66800000.0
the american,67950723,6.3,86863,9.042,35600000,32299999.0,67899999.0
the next three days,67255916,7.4,168066,11.147,21100000,46300000.0,67400000.0
the watch,67130045,5.7,115757,10.228,35400000,32900000.0,68300000.0
run all night,66961644,6.6,94131,17.592,26500000,45200000.0,71700000.0
selma,66776576,7.5,77633,9.541,52100000,14700000.0,66800000.0
the giver,66540205,6.5,104999,8.687000000000001,45100000,21900000.0,67000000.0
mile 22,66295121,6.1,47862,21.246,36100000,30200000.0,66300000.0
hot tub time machine,65967750,6.4,153962,10.15,50300000,14300000.0,64600000.0
life of the party,65759911,7.6,47,13.696,53100000,12800000.0,65900000.0
the ghost writer,65532491,7.2,148274,7.829,15500000,44700000.0,60200000.0
"love, simon",65520633,7.6,81575,15.608,40800000,25500000.0,66300000.0
killer elite,65409046,6.5,117711,15.135,25100000,31300000.0,56400000.0
hanna,65343694,6.8,179178,9.709,40300000,23500000.0,63800000.0
jersey boys,65282732,6.8,30410,6.933,47000000,20600000.0,67600000.0
something borrowed,65084116,5.9,54314,7.567,39000000,21100000.0,60100000.0
unfriended,64364198,5.6,62043,8.12,32500000,31600000.0,64100000.0
fences,64282881,7.2,86749,12.753,57700000,6700000.0,64400000.0
fences,64282881,7.2,86749,12.753,57700000,6700000.0,64400000.0
"hail, caesar!",64160680,6.3,111422,12.312,30500000,33100000.0,63600000.0
the longest ride,63802928,7.1,70327,11.168,37400000,25500000.0,62900000.0
devil,63354114,6.2,122080,10.203,33600000,29100000.0,62700000.0
second act,63288854,5.8,13109,16.322,39300000,33000000.0,72300000.0
kick-ass 2,63129909,6.6,238832,14.793,28800000,32000000.0,60800000.0
the darkest hour,62831715,4.9,55071,10.73,21400000,43200000.0,64600000.0
